Epoch #	State	EMG Power 	EEG Power 	  Delta   	  Theta  	 Spindle 	  Sigma  	 Gamma  	  0-1Hz  	  1-2Hz  	  2-3Hz  	  3-4Hz  	  4-5Hz  	  5-6Hz  	  6-7Hz  	  7-8Hz  	  8-9Hz  	 9-10Hz  	10-11Hz 	11-12Hz 	12-13Hz 	13-14Hz 	14-15Hz 	15-16Hz 	16-17Hz 	17-18Hz 	18-19Hz 	19-20Hz 	20-21Hz 	21-22Hz 	22-23Hz 	23-24Hz 	24-25Hz	25-26Hz	26-27Hz	27-28Hz	28-29Hz	29-30Hz	30-31Hz	31-32Hz	32-33Hz	33-34Hz	34-35Hz	35-36Hz	36-37Hz	37-38Hz	38-39Hz	39-40Hz	40-41Hz	41-42Hz	42-43Hz	43-44Hz	44-45Hz	45-46Hz	46-47Hz	47-48Hz	48-49Hz	49-50Hz	50-51Hz	51-52Hz	52-53Hz	53-54Hz 	54-55Hz 	55-56Hz 	56-57Hz 	57-58Hz 	 58-59Hz 	 59-60Hz 	 60-61Hz 	 61-62Hz 	62-63Hz 	63-64Hz 	64-65Hz 	65-66Hz 	66-67Hz 	67-68Hz 	68-69Hz 	69-70Hz 	70-71Hz 	71-72Hz 	72-73Hz 	73-74Hz 	74-75Hz 	75-76Hz	76-77Hz	77-78Hz	78-79Hz	79-80Hz	80-81Hz	81-82Hz 	82-83Hz	83-84Hz	84-85Hz	85-86Hz	86-87Hz	87-88Hz	88-89Hz 	89-90Hz 	90-91Hz 	91-92Hz 	92-93Hz 	93-94Hz 	94-95Hz 	95-96Hz 	96-97Hz 	97-98Hz 	98-99Hz 	99-100Hz	
 6401  	  1  	1014.8925 	7138.3726 	3888.5798 	1728.521 	1284.4846	465.6809 	142.649 	191.5911 	580.4427 	1054.3254	637.7821 	864.5767 	828.9246 	715.0106 	392.5455 	 183.432 	303.2222 	232.1377	139.8933	113.5128	99.9707 	97.5241 	77.2922 	73.0316 	76.1658 	60.6492 	39.6614 	25.7183 	23.9897 	34.7223 	34.7623 	27.4089	13.5553	13.4296	9.6357 	15.7315	9.8068 	16.5235	 13.71 	 7.059 	12.8974	16.3961	8.0609 	9.5234 	7.7014 	7.5156 	4.7867 	5.2879 	6.4065 	9.2432 	4.2981 	2.4894 	3.1807 	2.4477 	1.9299 	1.5384 	1.2016 	0.82779	 1.026 	0.53312	0.70178 	 0.434  	0.15855 	0.13176 	0.095926	0.041163 	0.018607 	0.028548 	0.033804 	0.075331	0.078346	0.083004	 0.1672 	0.24134 	0.21131 	0.31523 	0.37289 	0.30322 	 0.3529 	0.29367 	0.47192 	0.47459 	0.24424	0.46123	0.34171	0.59539	0.43965	0.69066	0.60293 	0.69329	0.57189	0.57235	0.40511	0.28865	0.29427	0.43659 	0.50058 	0.51131 	 0.5619 	0.78284 	0.46246 	0.23303 	0.35038 	0.54903 	 0.3954 	0.47595 	0.31875 	
 6402  	  2  	  844.62  	12854.0199	7899.2435 	2767.241 	1770.4552	623.8552 	167.4383	259.3719 	1228.4548	1818.9744	1374.8856	2594.2088	1154.2182	1202.6883	676.4986 	386.0312 	304.9995 	369.9845	103.3857	260.5849	146.8549	83.9675 	88.0277 	56.2667 	 82.582 	62.7984 	78.0389 	 93.387 	22.7301 	33.7079 	24.3861 	22.6073	37.5748	32.3888	22.3165	24.6869	16.8971	22.2991	18.0709	14.0845	11.8713	11.5744	11.4035	 9.376 	10.8415	11.4439	8.9662 	4.9525 	5.8819 	6.5186 	3.1537 	2.9534 	3.6149 	2.8598 	3.5191 	1.3619 	2.0097 	1.1371 	0.7427 	0.87367	0.46964 	0.34409 	0.20566 	0.13233 	0.079569	0.032092 	0.019835 	0.044076 	0.021623 	0.020083	0.055626	0.11949 	0.20581 	0.14075 	0.25127 	0.21347 	0.18769 	0.35697 	0.41724 	0.41601 	0.45126 	0.45232 	0.32714	0.2731 	0.36206	0.54781	0.46756	0.67475	0.36683 	0.32094	0.38846	0.45394	0.55728	0.36923	0.37069	0.22975 	0.37715 	0.42356 	0.39416 	0.41399 	0.40674 	0.40703 	0.38839 	0.53863 	0.40699 	0.41756 	0.38537 	
 6403  	  2  	 1065.092 	11075.4862	7185.2064 	1915.8255	1494.1445	476.7678 	106.0896	305.4871 	1030.718 	1114.9763	1013.0365	2606.853 	1961.7062	437.2137 	 550.583 	511.6285 	 334.264 	134.4818	105.8783	130.8432	104.9845	72.0773 	63.8627 	71.2428 	51.0101 	47.3968 	32.1698 	52.9518 	28.4184 	28.0128 	22.8101 	17.5301	20.6421	13.7667	32.9834	27.9728	20.1433	14.8041	14.8495	5.3661 	5.3398 	9.7192 	4.6686 	8.6082 	7.0123 	3.5432 	3.6819 	4.4806 	5.0509 	3.3727 	2.4918 	2.3481 	2.9982 	1.7105 	2.2847 	1.6059 	1.3136 	1.3691 	0.53157	0.45141	 0.3481 	0.39214 	0.31485 	0.13543 	0.052142	0.036533 	0.023529 	0.046324 	0.025981 	0.034364	0.058463	0.093523	 0.1464 	0.23479 	0.30201 	0.24522 	0.30255 	0.27896 	0.52817 	0.64373 	0.32964 	0.20142 	0.47456	0.16907	0.30063	0.63622	0.74876	0.66397	0.48447 	0.52424	0.3033 	0.34728	0.36585	0.20935	0.49243	0.51664 	0.50446 	0.39213 	0.41878 	0.53697 	0.37019 	0.39886 	0.30372 	0.43093 	0.46923 	0.41638 	0.30367 	
 6404  	  2  	 742.9327 	12628.9336	 6971.34  	3184.7668	2617.3708	633.0122 	147.4953	115.0779 	850.4983 	1324.1661	2054.5365	2041.7995	1059.6119	902.4541 	893.4916 	 588.458 	662.4649 	273.3942	369.243 	239.2071	155.1108	149.7611	150.9178	70.6095 	77.3263 	74.3058 	54.9289 	71.2897 	47.9056 	49.0726 	39.2635 	44.7445	18.139 	11.1546	26.7045	27.8815	14.2103	11.1981	13.7114	11.0207	10.4163	22.5911	10.188 	7.1968 	 5.566 	3.6052 	6.7762 	4.9196 	5.8249 	4.5663 	8.0419 	 7.139 	5.1819 	2.7706 	2.4488 	1.9619 	1.6087 	1.2273 	0.49845	0.9465 	0.44115 	0.43627 	0.24783 	0.15183 	0.076979	0.060905 	0.027529 	0.057134 	0.044606 	0.080988	0.13644 	0.16392 	0.19147 	0.15276 	0.20247 	0.42272 	0.52031 	0.42951 	0.20163 	 0.4071 	0.24871 	0.61605 	0.29298	0.35872	0.58917	0.48442	0.26907	0.45107	0.54304 	0.57762	0.44869	0.32277	0.48378	0.46733	0.3582 	0.56797 	0.54595 	0.50245 	0.50345 	0.44886 	0.40576 	0.40458 	0.31833 	 0.3425 	 0.3089 	0.31051 	 0.5845 	
 6405  	  2  	 748.5828 	11365.0218	6317.1793 	3267.3296	1879.2631	594.5913 	146.8491	215.5289 	844.2036 	1404.319 	1243.5618	1882.7291	1100.4191	1266.7321	805.6859 	 787.426 	277.7316 	231.8903	158.8222	107.4198	138.9312	76.1839 	 64.923 	76.8342 	49.4661 	100.6967	50.7283 	46.6093 	54.5673 	48.0568 	27.1483 	18.4174	11.6929	28.0336	28.6441	32.323 	15.7161	9.8404 	12.3965	9.0571 	14.7736	13.5839	9.2891 	10.3062	8.5891 	9.8816 	8.8956 	7.8269 	7.9961 	 3.507 	3.7822 	4.7515 	3.9579 	2.4075 	2.0835 	2.7437 	0.98091	0.4592 	1.5699 	0.72814	0.76731 	0.34876 	0.36005 	0.12079 	0.091173	0.045238 	0.019049 	0.030057 	0.041121 	0.12956 	0.12369 	0.13737 	0.11794 	0.20506 	0.21912 	0.34069 	0.24081 	0.18279 	0.23447 	0.18057 	0.22616 	0.24322 	0.42761	0.35935	0.29115	0.62701	0.25967	0.37574	0.50281 	0.35996	0.49761	0.44172	0.32563	0.31838	0.27498	0.36382 	0.29356 	0.25267 	0.53591 	0.47364 	0.25706 	0.37432 	0.41077 	0.73148 	0.45501 	0.22363 	0.26214 	
 6406  	  1  	2164.5159 	4131.3035 	2168.7886 	856.2456 	939.0898 	327.7989 	111.9724	225.5598 	420.8296 	330.9106 	483.8976 	569.9675 	304.8984 	216.7508 	193.9068 	190.2373 	188.9563 	117.9191	100.8242	91.4395 	105.7386	68.2134 	58.2807 	46.9719 	42.3512 	29.4125 	36.7588 	28.4797 	22.8887 	20.3877 	16.8504 	17.6393	23.3999	6.9962 	10.9515	6.6539 	11.1427	14.1989	8.5383 	7.9295 	8.3051 	8.5585 	6.7745 	7.4255 	4.4052 	 6.051 	3.1194 	 6.835 	5.0224 	 3.02  	4.3051 	4.3328 	2.6107 	2.9188 	3.0369 	2.3959 	1.5424 	0.99766	0.53007	0.52957	0.50503 	0.40679 	 0.1283 	0.17644 	0.10419 	0.044981 	0.029788 	0.037805 	0.037548 	0.065237	0.057025	0.084696	 0.1075 	0.33383 	0.34729 	0.41753 	0.48827 	0.46181 	0.43612 	0.36167 	0.23295 	 0.5235 	0.69677	0.54713	0.31147	0.3214 	0.5645 	0.45493	0.67017 	0.87732	0.68917	0.53122	0.57224	0.67773	0.24623	0.64471 	 0.7814 	0.62952 	0.28191 	 0.6673 	 0.5042 	0.67136 	0.77742 	0.49272 	0.27982 	0.47462 	0.32145 	
 6407  	  1  	2961.3083 	4827.2448 	2395.4014 	1203.4575	1102.4442	385.1625 	141.4537	511.6094 	819.4165 	435.0341 	312.3403 	217.4743 	247.5253 	261.0949 	392.1322 	206.8897 	 238.648 	162.4246	77.0375 	108.2547	132.0052	90.1603 	 65.783 	49.9678 	75.2941 	29.4678 	41.6655 	23.6512 	13.3631 	 9.1728 	30.3256 	20.8465	15.4986	16.9431	17.1221	18.0647	15.4629	16.6733	11.338 	8.2426 	8.9596 	9.6839 	13.8087	13.0815	9.2861 	6.7315 	5.9211 	4.0738 	4.1427 	6.0075 	 2.664 	5.2401 	4.0721 	3.4453 	4.3466 	2.0017 	1.3055 	1.3868 	0.81913	0.33907	0.40275 	0.50432 	0.20997 	0.12495 	0.11364 	0.032948 	0.027869 	 0.03369 	0.039026 	0.046244	0.073497	 0.0888 	0.10578 	 0.2086 	0.27205 	0.23891 	0.19642 	0.22517 	0.49936 	0.40309 	0.47686 	0.53143 	0.64614	0.48418	0.45961	0.64952	0.57896	0.65533	0.97341 	0.81231	0.61885	0.44509	0.80232	1.0814 	0.85283	0.36304 	0.46524 	 0.6042 	 0.4062 	0.55118 	0.76311 	0.51007 	0.64219 	0.30286 	 0.7366 	0.53091 	0.20213 	
 6408  	  1  	1147.4866 	6919.4197 	3687.1234 	1998.3129	1113.1984	347.7978 	127.5577	127.6328 	869.3787 	597.6744 	 682.104 	1017.2917	730.8097 	678.6176 	637.8137 	258.8638 	300.3428 	168.1192	72.6399 	74.4592 	 79.654 	63.5382 	68.4859 	51.4218 	61.0385 	43.9195 	24.1351 	 9.3117 	12.7316 	27.0669 	20.4092 	22.7484	21.2142	14.3168	13.7991	11.6264	8.6922 	11.5004	9.7575 	10.3356	11.2031	9.2987 	7.2781 	18.4392	5.8314 	7.2584 	4.5894 	5.1913 	 3.491 	3.8841 	4.7434 	4.0073 	2.2318 	1.3068 	1.9539 	2.6914 	1.8988 	0.96975	0.72169	0.59489	0.49843 	0.36259 	0.26415 	0.14943 	0.069062	0.017375 	0.015233 	0.018535 	0.038234 	0.038012	0.11959 	0.10131 	0.17474 	0.15601 	0.16461 	0.22089 	0.35177 	0.48604 	0.32295 	0.30812 	0.33494 	0.27859 	0.33691	0.27505	0.36502	0.42927	0.34892	0.39893	 0.373  	0.27163	0.42926	0.63757	0.47902	0.63591	0.46959	0.31793 	0.55377 	0.47118 	0.38627 	0.29145 	0.30052 	0.36352 	0.16177 	0.27007 	0.57666 	0.34679 	0.24475 	
 6409  	  2  	 538.2505 	12221.2869	8111.0353 	2020.5148	1908.7701	623.2674 	166.7855	445.2812 	1172.8608	1479.6863	1720.3185	2622.9711	1024.6727	715.3416 	368.0528 	542.3378 	248.1084 	317.8423	309.1472	182.7738	164.529 	46.2886 	56.1484 	95.1333 	89.7416 	43.2985 	 60.586 	61.9481 	 40.462 	34.2914 	36.1883 	29.5944	36.731 	21.0654	36.1857	17.6181	12.1149	18.9955	24.4208	15.9427	12.1105	10.2249	13.7929	7.2496 	 7.382 	6.4176 	3.8876 	 8.255 	7.5476 	 5.926 	4.5942 	3.8263 	2.4114 	5.6192 	2.2721 	1.8368 	3.6032 	1.6704 	1.4256 	0.69268	0.56152 	 0.5213 	0.41423 	0.30255 	0.087383	 0.03949 	 0.02085 	0.026446 	0.019894 	0.034407	0.08502 	0.13637 	0.13321 	0.09676 	0.29127 	0.29953 	0.28187 	0.26599 	0.45345 	0.32301 	0.30471 	0.31719 	0.34139	0.55543	0.21557	0.23517	0.52171	0.48413	0.60612 	0.2977 	0.61321	0.38608	0.40323	0.35206	0.2048 	0.57035 	0.25745 	0.63466 	0.54882 	0.37727 	0.30277 	0.54042 	 0.2806 	0.49053 	0.28642 	0.20589 	0.39487 	
 6410  	  2  	 539.6048 	13763.9163	8995.4597 	2723.6686	2411.286 	588.7377 	143.749 	525.5382 	1343.8764	2274.0706	1228.6709	2748.9915	1279.6011	798.9318 	442.3134 	586.5596 	765.8547 	280.5974	216.3925	167.8405	201.6322	78.0587 	77.7406 	82.4701 	76.5361 	46.8157 	22.0697 	47.2584 	64.1035 	38.6766 	 45.45  	39.1479	25.0817	31.4913	28.2782	19.1714	17.6889	10.4316	15.7418	12.9837	18.8997	20.003 	7.9784 	8.1722 	8.0856 	 5.727 	6.5797 	5.5657 	4.6802 	3.4232 	 3.19  	2.5913 	2.8252 	1.4508 	2.5474 	1.1695 	1.2657 	0.7235 	0.95059	0.40408	0.44062 	0.24906 	0.16459 	0.086641	0.074626	0.025214 	0.022372 	0.025586 	0.017684 	0.024501	0.040999	0.094827	0.19103 	0.13061 	0.19002 	0.33181 	0.26759 	0.21085 	0.21565 	0.29161 	0.34722 	 0.4242 	0.23891	0.35209	0.28831	0.53156	0.42719	0.55509	0.52727 	0.30464	0.3649 	0.38298	0.34917	0.18325	0.27064	0.48942 	0.39578 	0.30848 	0.28196 	0.40622 	0.47911 	0.33064 	 0.1475 	0.28956 	0.27664 	0.29723 	0.31286 	
 6411  	  2  	 474.9118 	16320.6282	10278.1062	3399.7222	2922.6149	676.2109 	141.2511	406.4937 	1537.9004	2023.9118	2080.6098	3372.353 	1496.8207	857.0565 	844.4735 	991.2976 	461.1751 	374.6507	344.5538	252.821 	151.8388	103.8667	183.6011	103.8562	67.9261 	78.5892 	59.7223 	74.6784 	56.3814 	47.5315 	25.9073 	33.5524	33.3164	25.7031	21.2899	28.7454	15.6501	7.9829 	13.0801	12.8413	9.1452 	11.7902	11.7111	22.1226	8.0138 	7.8682 	 5.032 	5.2996 	3.9056 	 5.421 	3.1517 	2.9105 	1.8775 	1.7589 	2.0735 	3.0498 	1.3608 	1.7842 	1.2121 	0.90655	0.53038 	 0.3832 	0.29181 	0.092755	0.081433	0.041579 	0.024448 	0.026457 	0.027526 	0.049327	0.047353	0.12769 	0.21005 	0.13428 	0.20876 	0.36018 	0.38444 	0.37001 	0.33289 	0.34535 	0.52204 	0.75744 	0.48241	0.45186	0.54706	0.21396	0.56826	0.31189	0.36815 	 0.311 	0.74963	0.46722	0.4087 	0.41464	0.36826	0.42131 	 0.4384 	0.14296 	0.25541 	0.33517 	0.43802 	 0.4344 	0.41832 	0.31006 	0.18248 	0.37958 	0.50289 	
 6412  	  1  	 837.9261 	6308.2126 	3530.8121 	1445.5046	1109.3768	306.1801 	96.2796 	181.3695 	828.8599 	420.9334 	676.4399 	1026.7902	882.1892 	366.2381 	427.4319 	256.2633 	285.3531 	180.3478	78.6153 	115.822 	79.6489 	46.4343 	37.5961 	54.5837 	47.9271 	 22.778 	23.5373 	 19.359 	18.0951 	 13.725 	19.5496 	21.5667	13.397 	13.534 	7.6163 	10.3053	15.7936	9.2475 	6.6524 	 6.941 	8.0573 	6.8769 	 10.61 	 9.077 	7.1942 	6.1133 	3.5027 	2.7547 	1.8036 	3.0875 	2.4627 	2.1642 	2.8376 	 2.148 	1.3788 	1.4486 	1.1501 	 1.197 	0.62561	0.40819	0.26028 	0.29873 	0.22247 	0.088981	0.057807	0.025503 	0.025336 	0.033099 	0.025632 	0.043901	0.042181	0.083386	0.11007 	0.15547 	0.23219 	0.21926 	0.16642 	0.18495 	0.18775 	0.25677 	0.31074 	0.47936 	0.32743	0.26872	0.44907	0.2119 	0.32198	0.35193	0.17602 	0.50889	0.33048	0.65265	0.53472	0.50123	0.42607	0.27088 	0.28047 	0.40759 	0.29147 	0.20573 	0.22127 	0.48535 	0.49547 	0.41862 	0.38492 	0.46723 	0.33807 	
 6413  	  2  	 513.9583 	15578.5982	11171.1199	2314.7568	1854.7584	494.0243 	109.5661	412.6068 	2552.3745	3557.9758	1610.5624	2235.5917	1303.3952	824.6671 	644.5117 	422.7302 	306.9897 	235.0609	338.7441	153.8308	136.7068	132.3941	88.7615 	72.2336 	65.8304 	43.1966 	58.3496 	47.3251 	34.5259 	 36.205 	29.0891 	22.5926	17.3556	26.4913	19.7795	10.5035	 7.364 	5.3013 	12.7152	11.321 	14.2265	7.4316 	5.2974 	4.6011 	4.3495 	9.8949 	 7.914 	4.5502 	3.6569 	3.7572 	2.7015 	 2.507 	2.1852 	 1.205 	1.5372 	1.9397 	1.9507 	1.0498 	0.90408	0.4755 	0.45195 	0.30393 	0.21189 	0.10458 	0.091857	0.046862 	0.031706 	0.023372 	0.026303 	0.062196	0.09354 	0.12279 	0.24933 	0.21625 	0.32128 	0.22179 	0.14053 	 0.2371 	0.25552 	0.18243 	0.35584 	0.21224 	0.49254	0.36914	0.53583	0.35739	0.40657	0.27452	0.32454 	0.59616	0.38653	0.36416	0.48759	0.48795	0.31453	 0.4216 	0.28664 	0.36716 	0.41439 	0.27511 	0.23296 	0.41769 	0.16206 	0.41935 	0.34816 	0.29518 	0.13971 	
 6414  	  2  	 498.0039 	14448.3511	9322.1647 	2504.767 	2184.528 	750.4633 	151.9684	653.8715 	1875.6053	1960.4472	1830.1983	2170.5946	1487.8233	1029.532 	432.6768 	344.8193 	524.2876 	326.5876	211.3163	260.8653	160.1663	171.3108	104.4934	131.8801	81.6621 	84.4557 	66.0799 	42.0349 	68.5408 	65.9253 	25.4546 	34.9272	33.9617	24.6842	18.4041	17.2308	36.6705	25.7152	16.0926	14.1636	12.6043	11.4643	6.4354 	8.7595 	12.0409	6.5906 	8.4009 	5.7951 	3.5848 	4.1291 	2.7943 	3.1672 	2.8503 	2.7097 	 1.628 	1.2961 	1.3957 	0.83044	0.71129	0.43787	0.27329 	0.19594 	0.23338 	0.17976 	 0.1171 	 0.03864 	0.030552 	0.037878 	0.026592 	0.034677	0.084437	0.088122	0.08924 	0.13166 	0.22654 	0.36868 	0.28012 	0.38434 	0.30632 	0.44191 	0.29779 	0.31041 	0.38651	0.79439	0.37021	0.46571	0.41925	0.4103 	0.31926 	0.3172 	0.3888 	0.22135	0.28693	0.43288	0.27181	0.34462 	0.28526 	 0.3774 	0.51987 	0.42247 	0.19206 	0.28656 	0.29625 	0.21191 	0.20187 	0.33498 	0.51424 	
 6415  	  2  	 458.9365 	15709.9391	11229.1848	2130.2829	2134.9331	688.4811 	119.8202	273.0851 	2293.4231	2643.7693	3023.0181	2054.0092	1528.7224	433.6266 	556.5825 	450.6689 	441.5773 	429.6566	157.7842	193.2683	150.5606	163.7348	93.9554 	106.6071	120.2436	93.6285 	67.9554 	76.3781 	51.5632 	31.9659 	31.0607 	24.365 	24.8811	16.2525	13.2746	13.6773	11.2433	 9.403 	7.5421 	13.3211	12.8002	9.4107 	7.1111 	9.7137 	 6.456 	5.5459 	7.0051 	2.7903 	3.5221 	4.8184 	4.3468 	4.1259 	3.2469 	2.2795 	1.7285 	2.4718 	1.6327 	0.84029	0.58834	0.63574	0.25643 	0.31068 	0.20555 	 0.1596 	0.075159	0.048269 	0.022809 	0.033607 	0.013301 	0.024158	0.071107	0.077209	0.12432 	0.16189 	0.15975 	0.15277 	0.18257 	0.31733 	0.26087 	0.20301 	0.40025 	 0.604  	0.30093	0.20807	0.4255 	0.51514	0.29567	0.40616	0.27575 	0.51573	0.44868	0.55967	0.38339	0.3348 	0.26501	0.44907 	  0.26  	0.45893 	0.22388 	0.42925 	0.33548 	0.27799 	0.26259 	0.25121 	0.23044 	0.34339 	0.49445 	
 6416  	  2  	 460.3442 	13487.1926	8472.0525 	2662.9612	2067.1829	608.9666 	109.8641	 557.453 	1615.297 	1412.7813	2167.4845	1540.3938	1921.6235	1149.5803	382.7416 	743.3166 	267.3349 	213.7603	186.2273	194.5787	186.0053	129.9977	90.5906 	109.6633	77.1504 	80.9283 	46.0464 	33.7701 	30.4728 	37.9685 	57.0459 	40.6815	26.821 	17.2161	13.3931	12.6591	14.1856	17.5829	10.548 	7.0687 	5.9274 	4.8869 	9.1005 	8.6447 	8.0307 	4.9419 	4.2409 	4.7537 	5.2324 	4.1553 	3.4097 	3.1468 	2.6847 	0.86651	1.5738 	1.4766 	1.3624 	0.88562	0.56805	0.41043	0.33376 	0.19698 	0.14293 	0.11325 	0.038634	0.030816 	0.034689 	0.047361 	0.033881 	0.052116	0.056377	0.15104 	0.12656 	 0.1744 	0.095102	0.20541 	0.15562 	0.26494 	 0.2514 	0.37191 	0.27592 	0.33561 	0.20369	0.41086	0.38465	0.35547	0.23599	0.24992	0.32949 	0.61138	0.36764	0.31684	0.30743	0.62692	0.43652	 0.4133 	0.52902 	0.37719 	0.34907 	0.43441 	0.50852 	0.51529 	0.49733 	0.30326 	0.39693 	0.29226 	0.23472 	
 6417  	  2  	 450.1176 	16099.1981	12060.486 	1897.8962	1651.3345	424.9164 	110.8194	389.4099 	4575.4229	2741.7913	1517.6583	1910.6519	1734.3083	 661.573 	397.0882 	 435.871 	217.1553 	 319.91 	177.0375	144.7704	179.4692	91.7087 	59.6299 	56.5272 	66.6122 	47.7755 	42.8538 	 27.413 	20.3323 	24.1407 	20.3641 	15.8245	16.495 	18.1266	20.5213	17.1696	22.3983	14.272 	9.0848 	10.783 	9.8564 	10.1185	7.2494 	3.1651 	5.3672 	6.3596 	8.1717 	4.3293 	2.6856 	2.4782 	2.6577 	2.2352 	3.2303 	 1.841 	2.3861 	2.2664 	1.2881 	1.3194 	0.29791	0.42425	0.37177 	0.22672 	0.11071 	0.13025 	0.055166	0.017805 	0.028707 	0.031653 	0.016891 	0.037589	0.074012	0.095811	0.12391 	 0.1361 	0.14825 	 0.1648 	 0.1593 	0.15381 	0.23784 	0.20404 	0.18819 	0.18478 	0.27941	0.38753	0.31288	0.36867	0.44073	0.4537 	0.49552 	0.46477	0.25661	0.27992	0.41273	0.40187	0.34797	0.28682 	0.32302 	0.42526 	0.57846 	 0.5418 	0.40444 	0.26023 	0.34126 	0.51513 	0.38186 	0.14067 	0.33894 	
 6418  	  2  	 440.1101 	10689.3629	6468.0313 	2009.4203	2258.7743	564.9793 	143.0262	 391.424 	1646.5266	1270.7956	1190.9182	1474.9092	790.4761 	727.8545 	275.1726 	402.6948 	431.1981 	430.0542	248.6291	275.1235	151.7641	116.0971	139.8199	103.1683	68.4288 	87.5011 	45.7441 	35.9022 	37.6038 	 36.489 	35.0297 	24.8664	12.5153	18.7151	24.1513	13.7586	16.7032	10.2467	19.9555	14.2925	10.5283	6.9873 	8.9822 	9.4647 	 5.159 	10.5374	12.8486	6.0374 	 4.485 	3.4089 	4.6023 	4.1275 	3.9542 	 2.292 	2.5385 	1.1246 	0.89528	1.0657 	0.59128	0.46658	0.59177 	0.46429 	 0.3117 	0.17485 	0.063599	0.048175 	0.026609 	0.034949 	 0.03159 	0.077623	0.10197 	0.083109	0.10626 	0.15011 	0.23405 	0.20626 	0.23715 	0.17241 	0.31355 	0.28952 	0.41857 	 0.5294 	0.40567	0.34339	0.32214	0.51949	0.52953	0.29947	0.68519 	0.7253 	0.3551 	0.46759	0.49208	0.71091	0.34534	0.48417 	0.33406 	0.41472 	0.37356 	0.24482 	0.45736 	0.30632 	0.50313 	0.32795 	0.55182 	0.45061 	0.22763 	
 6419  	  1  	1033.5673 	6695.9189 	 4223.364 	1303.4866	851.6413 	300.9807 	95.4459 	285.8115 	510.4295 	352.6904 	1745.7998	1161.0882	541.7433 	522.8966 	330.0516 	271.2261 	139.0495 	117.0321	105.1677	54.8614 	42.6305 	36.5918 	64.7067 	53.2832 	36.8667 	20.8206 	20.0967 	19.7583 	27.0796 	37.3834 	 16.813 	11.1994	15.5164	12.5742	8.8737 	6.5231 	10.4039	7.1593 	8.7131 	5.7768 	11.5704	6.9507 	3.9449 	6.0077 	 6.473 	7.5566 	6.0154 	2.9489 	4.7539 	4.4023 	2.7936 	1.8782 	2.3214 	2.3816 	1.4146 	1.0494 	0.91333	0.60271	0.58977	0.40854	 0.4362 	0.21577 	0.16197 	0.079351	0.048944	 0.0256  	0.015971 	0.019405 	 0.03161 	0.030546	0.081182	0.079511	0.071344	 0.1002 	0.30999 	0.15589 	0.18699 	0.45561 	0.31104 	0.22195 	0.35686 	0.47462 	0.49797	0.30969	0.59209	0.40779	0.56541	0.35858	0.30678 	0.51328	0.43447	0.54687	0.40691	0.51379	0.56241	0.29656 	0.36608 	0.35674 	0.45298 	0.40335 	0.57181 	0.31967 	0.32912 	0.23164 	0.21932 	0.19758 	0.26227 	
 6420  	  2  	 749.9833 	10103.3381	6026.1525 	2032.8926	1425.3691	410.6298 	123.8662	151.0412 	1110.9267	967.9221 	1744.0786	1416.2428	1322.9908	786.0081 	672.5513 	 287.72  	214.6713 	199.1997	199.5309	109.7319	142.6571	141.1901	91.4617 	59.2871 	71.0129 	39.7753 	41.0515 	28.4754 	20.4177 	20.4125 	14.3413 	31.3616	 16.94 	13.3809	10.3223	 14.13 	17.9403	25.4387	12.9664	13.4182	7.4224 	8.7514 	7.7079 	4.4814 	3.5944 	5.2534 	3.8771 	3.7212 	4.0267 	 4.511 	4.8035 	4.6923 	2.6662 	1.6729 	1.5998 	1.4941 	1.3184 	0.81349	0.46795	0.67555	0.29776 	0.25989 	0.13664 	0.084276	0.028726	0.040793 	0.027298 	0.026491 	0.019451 	0.055421	0.072772	0.12798 	0.11078 	0.20862 	0.18043 	0.22595 	0.24309 	0.22912 	0.41168 	 0.2423 	0.43045 	0.37028 	0.36749	0.44757	0.41831	0.33571	0.31753	0.46527	0.48697 	0.63226	0.45136	0.3107 	0.52324	1.0031 	0.49392	0.54396 	0.36296 	0.54656 	0.35998 	0.44789 	0.29601 	0.39802 	0.22461 	0.23131 	0.47691 	0.40682 	 0.4667 	
 6421  	  2  	 635.4694 	14281.2609	9201.8953 	 2789.85 	2172.1635	605.8126 	132.7616	347.0253 	2181.3505	2050.0394	1438.5546	2216.0618	1577.5031	888.5495 	699.6807 	671.5264 	330.0059 	298.2242	158.2237	209.4317	150.1775	173.6373	136.6682	80.8376 	93.5208 	96.6411 	85.8587 	47.6893 	23.1225 	33.4993 	27.1134 	15.048 	20.6732	16.6754	16.9424	24.8248	15.9466	14.7167	11.2183	10.8131	11.2254	 7.924 	10.3853	 6.883 	3.7667 	7.9662 	5.2032 	5.3375 	5.5372 	 8.125 	6.0805 	4.5003 	4.1768 	2.5306 	2.8499 	1.6923 	1.0863 	1.4982 	1.2206 	0.62382	0.73495 	0.20005 	0.17541 	0.10351 	0.056134	0.045072 	0.023342 	0.047277 	0.041388 	0.037847	0.091451	0.20607 	0.13764 	0.18249 	0.17639 	0.13847 	0.23525 	0.37351 	 0.2152 	0.15406 	0.41345 	0.67254 	0.30287	0.32901	0.47195	0.59249	0.52335	0.37462	0.38208 	0.46139	0.55562	0.36504	0.29284	0.44732	0.42769	 0.2806 	0.27822 	0.45484 	0.29803 	0.35379 	0.43427 	0.45066 	0.47497 	 0.3091 	0.22785 	0.34501 	0.31941 	
