Epoch #	State	EMG Power 	EEG Power 	  Delta   	  Theta  	 Spindle 	  Sigma  	 Gamma  	  0-1Hz  	  1-2Hz  	  2-3Hz  	  3-4Hz  	  4-5Hz  	  5-6Hz  	  6-7Hz  	  7-8Hz  	  8-9Hz  	 9-10Hz  	10-11Hz 	11-12Hz 	12-13Hz 	13-14Hz 	14-15Hz 	15-16Hz 	16-17Hz 	17-18Hz 	18-19Hz 	19-20Hz 	20-21Hz 	21-22Hz 	22-23Hz 	23-24Hz 	24-25Hz	25-26Hz	26-27Hz	27-28Hz	28-29Hz	29-30Hz	30-31Hz	31-32Hz	32-33Hz	33-34Hz	34-35Hz	35-36Hz	36-37Hz	37-38Hz	38-39Hz	39-40Hz	40-41Hz	41-42Hz	42-43Hz	43-44Hz	44-45Hz	45-46Hz	46-47Hz	47-48Hz	48-49Hz	49-50Hz	50-51Hz	51-52Hz	52-53Hz	53-54Hz 	54-55Hz 	55-56Hz 	56-57Hz 	57-58Hz 	 58-59Hz 	 59-60Hz 	 60-61Hz 	 61-62Hz 	62-63Hz 	63-64Hz 	64-65Hz 	65-66Hz 	66-67Hz 	67-68Hz 	68-69Hz 	69-70Hz 	70-71Hz 	71-72Hz 	72-73Hz 	73-74Hz 	74-75Hz 	75-76Hz	76-77Hz	77-78Hz	78-79Hz	79-80Hz	80-81Hz	81-82Hz 	82-83Hz	83-84Hz	84-85Hz	85-86Hz	86-87Hz	87-88Hz	88-89Hz 	89-90Hz 	90-91Hz 	91-92Hz 	92-93Hz 	93-94Hz 	94-95Hz 	95-96Hz 	96-97Hz 	97-98Hz 	98-99Hz 	99-100Hz	
 2617  	  2  	 779.7205 	8715.3537 	5315.9163 	1515.2252	1757.7328	495.8076 	120.2302	497.0781 	2176.7094	889.5981 	1094.9023	561.7658 	378.0933 	412.9887 	353.2596 	407.7021 	198.3961 	268.9824	225.5619	237.2396	160.5081	105.7138	116.4347	69.1669 	78.4258 	59.3139 	33.9852 	53.2604 	38.7304 	21.7843 	29.6885 	26.1157	17.0359	13.3336	17.7025	14.9585	15.0592	14.3262	8.2901 	17.4583	9.0229 	9.5111 	6.3416 	7.3073 	6.8652 	10.7542	5.2587 	5.8166 	3.2985 	2.9813 	 2.69  	2.3223 	1.9193 	1.2688 	1.2057 	1.7962 	0.9853 	1.3323 	0.97664	0.37628	 0.3791 	0.33506 	0.24723 	0.16604 	0.061328	 0.02878 	0.019499 	0.056872 	0.020927 	0.038217	0.060519	0.082461	0.099934	0.21106 	0.27832 	0.23253 	0.34088 	 0.2698 	0.32542 	0.46859 	0.17796 	0.16621 	0.43433	0.48853	0.4079 	0.3245 	0.42561	0.59721	0.52265 	0.42226	0.3839 	0.77828	0.49264	0.62307	0.4114 	0.45718 	0.48099 	0.21713 	0.20172 	0.22557 	0.47125 	0.26123 	0.23445 	0.25846 	0.40222 	0.26217 	0.31913 	
 2618  	  2  	 736.0881 	11937.2016	 7260.437 	2276.4569	2253.0145	740.9848 	139.512 	342.3523 	1825.9561	2231.2695	1266.9856	1060.4172	843.3237 	615.9755 	647.5219 	429.8182 	424.6772 	320.7572	250.7641	333.5192	192.4573	136.211 	123.5568	120.1963	114.345 	79.0765 	60.3094 	41.4805 	50.1144 	 44.858 	58.7197 	40.8763	34.9663	24.0715	26.2288	18.7298	18.0776	18.811 	20.8724	15.923 	9.4193 	9.3132 	 8.275 	9.9317 	6.0458 	3.1137 	4.6842 	3.3463 	8.9463 	 4.962 	3.0508 	4.0262 	2.3547 	2.6093 	1.2616 	0.82091	1.4719 	0.53483	0.97666	0.99045	0.45317 	0.29963 	0.19393 	0.080965	0.054489	0.026042 	0.017629 	0.044277 	0.024798 	0.018781	0.07608 	0.11223 	0.11421 	0.23636 	0.14605 	0.21838 	 0.1387 	0.15811 	0.24332 	0.25686 	0.23096 	0.47304 	0.57949	0.47912	0.31795	0.29662	0.25978	0.30858	0.39833 	0.33758	0.64115	0.35001	0.39042	0.42751	0.38302	0.22492 	0.23584 	0.27773 	0.28188 	0.39252 	0.39788 	0.36969 	0.42986 	0.16512 	0.26343 	0.37946 	0.41782 	
 2619  	  2  	 748.6508 	11515.3862	6263.1258 	2624.4079	2721.9293	644.8862 	159.8676	321.8448 	1329.5174	1163.4883	1855.783 	1174.5167	822.8573 	860.8324 	499.8704 	693.6601 	365.9311 	469.1185	472.6984	189.993 	222.9239	141.9157	116.2181	72.8811 	71.0546 	57.7407 	54.8853 	65.8576 	57.3837 	45.6416 	42.8276 	36.3177	27.7101	31.6602	22.9299	28.1299	18.7333	18.2696	21.9978	14.4197	16.205 	14.9259	10.3406	11.7721	7.5328 	4.6093 	3.8993 	6.3472 	 5.744 	7.1868 	3.4183 	3.4587 	3.3738 	1.6779 	 1.703 	0.82049	1.5734 	0.84031	0.57635	0.52506	0.37474 	0.41565 	0.13337 	0.12368 	0.066993	0.039456 	0.020219 	0.049151 	 0.02564 	0.044984	0.061988	0.090618	0.12902 	0.21312 	 0.1036 	0.18218 	0.19658 	0.24269 	0.43388 	0.42676 	0.37728 	0.26947 	0.46999	0.22651	0.2364 	0.34533	0.39924	0.30792	 0.5517 	0.37136	0.50641	0.47338	0.24424	0.53768	0.27961	0.67775 	0.46802 	0.31977 	0.13323 	0.31151 	0.47631 	0.33176 	0.20966 	0.31742 	0.39858 	0.52092 	0.27598 	
 2620  	  2  	1484.7516 	10674.8141	6806.2453 	2068.8094	1425.7085	430.2421 	103.6417	870.2542 	1428.0228	2321.7621	892.7808 	1028.7854	758.0242 	685.3658 	760.1366 	262.1603 	 232.715 	272.6714	183.7832	123.4977	102.5396	92.1923 	112.1019	68.1054 	52.6527 	28.1364 	37.4809 	25.5185 	32.3527 	21.8907 	41.3766 	22.601 	19.2679	31.657 	15.3721	13.1792	12.371 	13.0333	14.9317	7.4516 	9.3156 	7.6165 	7.9034 	6.5415 	4.3641 	4.8709 	 4.585 	4.5569 	4.0558 	3.7906 	2.6036 	2.8741 	1.0907 	0.72448	1.2828 	0.82949	0.93867	0.65565	0.67152	0.51205	0.53952 	0.28107 	0.13095 	 0.1111 	0.03717 	0.028595 	0.047035 	0.073139 	0.026898 	0.046096	0.049387	0.10581 	0.081752	0.18372 	0.18557 	0.29887 	0.24111 	0.29317 	0.40556 	0.24136 	0.28511 	0.39664 	0.73866	0.72014	0.53833	0.55173	0.43754	0.39133	 0.3898 	0.48103	0.55701	0.31494	0.56657	0.53137	0.48978	0.42969 	0.40452 	 0.2812 	0.24892 	0.27746 	0.34123 	0.50501 	 0.413  	0.59618 	0.43851 	0.25512 	0.14837 	
 2621  	  1  	3547.4046 	 3165.301 	 766.829  	1222.5425	711.7668 	330.5393 	111.9273	 71.0833 	 114.699 	 97.0348 	147.6826 	189.6588 	438.6181 	680.2081 	264.6531 	176.4514 	 72.9764 	88.9914 	125.231 	80.9873 	63.0931 	40.9128 	45.7212 	47.5325 	38.6293 	37.9492 	28.9179 	27.6556 	25.2118 	 23.411 	25.1959 	15.2699	13.2142	17.4151	8.3475 	11.2481	7.9449 	7.8692 	10.5186	13.3875	6.5955 	9.9684 	7.4263 	8.4705 	6.0674 	4.0412 	4.1371 	5.1219 	2.9618 	4.7902 	3.7101 	 3.007 	5.0918 	2.3488 	2.5738 	1.7748 	 1.506 	0.93483	0.75556	0.86459	0.22815 	0.15022 	0.27804 	0.18056 	0.11762 	0.018959 	0.016429 	0.063573 	0.034681 	0.058871	0.085912	0.096631	0.11613 	0.27434 	0.46091 	 0.2063 	0.39732 	0.30604 	0.54388 	 0.6123 	0.36208 	0.33719 	0.26567	0.38897	0.44042	0.41516	0.49451	0.81515	0.56602 	0.55991	0.70492	0.48903	0.46072	0.47603	0.51375	0.62408 	0.42126 	0.55855 	 0.6035 	0.44641 	0.37689 	0.24742 	0.48937 	0.32149 	 0.6201 	0.50792 	0.44608 	
 2622  	  1  	3823.1782 	5213.9933 	2197.1375 	1319.0732	1198.7869	473.7026 	166.2589	 726.609 	633.3563 	336.5278 	265.4289 	362.7509 	331.5569 	 437.986 	276.1687 	355.9053 	201.7704 	105.6014	94.1626 	113.0334	113.1311	76.3855 	113.3859	59.7522 	64.6861 	49.4655 	62.5583 	34.2603 	21.0004 	34.5203 	25.8646 	31.3011	20.9604	21.0291	11.8449	12.263 	19.4127	9.6961 	10.9317	17.569 	16.1184	16.3635	7.5572 	12.7301	12.6964	9.1891 	10.1637	2.9859 	7.4673 	8.0456 	 4.545 	5.8862 	3.2205 	4.1245 	 2.374 	2.0452 	1.8295 	1.3193 	1.2013 	0.80173	0.79996 	0.57685 	 0.2804 	0.18198 	0.13893 	0.060138 	0.049427 	0.050804 	0.038825 	0.071319	0.19191 	0.21168 	0.22833 	 0.3026 	0.26565 	0.41055 	0.70561 	0.74963 	0.58717 	0.68912 	0.82605 	0.63156 	0.76511	 0.504 	0.8951 	0.57579	0.74341	0.79901	0.75963 	0.58764	1.0169 	0.77431	0.57608	0.46863	0.45733	0.71527 	0.53795 	 0.5306 	0.55425 	0.83689 	0.62457 	0.46319 	0.52737 	0.40644 	0.43694 	0.52776 	0.32687 	
 2623  	  1  	 3551.629 	5223.8888 	 1899.688 	1701.9429	 891.831 	370.6075 	137.2043	 71.0588 	147.6368 	355.7862 	275.1602 	649.4574 	1114.321 	712.6616 	505.8114 	315.0435 	139.1445 	69.5573 	52.2315 	98.7656 	 89.069 	32.1317 	59.9558 	59.5441 	29.6982 	45.2434 	29.7522 	24.2935 	26.6118 	20.8913 	22.9916 	23.4017	12.8445	7.8384 	17.6098	18.4411	22.606 	13.6095	12.3926	10.8948	4.9885 	9.4453 	11.1334	16.3072	9.7543 	5.5097 	6.9478 	6.3628 	5.0536 	4.7157 	6.0852 	2.7003 	 1.793 	2.0286 	3.3628 	1.9419 	1.7251 	1.1951 	1.1626 	1.0894 	0.53516 	0.42505 	0.23829 	0.11728 	0.049591	0.024828 	0.028656 	0.073178 	0.033094 	0.033644	0.10381 	0.13348 	0.12994 	0.14594 	0.27183 	0.96314 	 0.7015 	0.82647 	0.53141 	0.39595 	0.96947 	 1.0078 	0.91349	0.64002	0.43085	0.76854	0.54203	0.40381	0.47647 	0.45194	0.88946	0.77667	1.2532 	0.65528	0.82911	0.52978 	0.49642 	0.50714 	0.46886 	0.72404 	 0.5609 	0.51159 	0.83524 	0.63034 	 0.6906 	0.70689 	0.58758 	
 2624  	  1  	4072.0939 	4483.5548 	 1504.16  	1517.4945	1070.9671	431.2168 	163.7605	174.0645 	233.4572 	190.6414 	195.0847 	451.4433 	528.2547 	684.0048 	343.7199 	227.1642 	167.7078 	189.5567	104.0941	114.747 	118.2225	98.5245 	43.1045 	26.3841 	45.2989 	 38.776 	 45.575 	47.6128 	41.4177 	26.3291 	16.6468 	28.6231	29.8707	15.9986	17.9597	20.6232	20.0365	16.9778	6.3237 	10.9044	12.8038	13.6118	 8.218 	19.8972	15.5091	8.6676 	 5.518 	9.0753 	6.6248 	4.6999 	5.7136 	5.2837 	3.7557 	 1.973 	2.1322 	1.9521 	2.1967 	3.2561 	0.76567	0.55263	0.80046 	 0.4644 	0.38773 	0.22386 	0.10471 	0.032212 	0.023928 	0.041939 	 0.02788 	0.10838 	0.15299 	0.26278 	0.37426 	0.66944 	0.52276 	0.68957 	0.59239 	0.34158 	0.52473 	 0.3784 	0.68345 	 1.0783 	0.83886	0.68785	0.72867	0.62182	0.36895	0.44057	0.60163 	0.61546	0.37542	0.59187	0.47329	0.75585	0.86785	0.67151 	0.55711 	0.42612 	0.54301 	0.40889 	0.39965 	0.45294 	0.48405 	 0.505  	0.22015 	 0.2319 	0.67592 	
 2625  	  1  	11313.8208	5634.5753 	2317.3989 	1529.3261	1624.0717	453.3622 	187.402 	655.2217 	571.5291 	241.8936 	329.5195 	533.1299 	408.8556 	273.1943 	382.0583 	422.6656 	341.5945 	227.1432	147.4667	99.8126 	124.3109	139.2139	69.1085 	78.3213 	58.2022 	 35.027 	35.4866 	 24.787 	25.8474 	21.2772 	30.7186 	26.8011	37.2285	20.0659	21.8867	12.2985	16.7198	13.5034	11.6589	15.1257	 8.785 	 18.92 	11.8459	11.0943	15.0158	12.0579	9.6979 	4.4096 	7.7027 	14.8484	7.5548 	4.5125 	7.9276 	4.0034 	4.5194 	1.4913 	1.6712 	1.9239 	1.2542 	0.87934	0.73949 	0.41687 	0.31428 	0.13002 	0.077812	0.042964 	0.049019 	 0.04189 	0.026262 	0.07069 	0.10607 	0.12259 	0.22329 	0.26638 	0.41813 	0.82994 	0.34872 	0.41671 	0.49332 	0.99348 	0.63748 	0.72061 	0.70748	0.70028	0.7914 	0.47005	0.89332	0.52366	0.52632 	0.3887 	0.39838	0.49463	1.0487 	0.59192	1.3778 	 1.1559 	0.47159 	0.26849 	0.56641 	0.59451 	0.46442 	0.51113 	0.69958 	0.66087 	0.52868 	0.39526 	0.52384 	
 2626  	  1  	4912.5871 	4881.6227 	1417.0891 	1851.5436	1680.0447	702.8341 	179.0832	190.5544 	259.1619 	250.5767 	301.1584 	344.7533 	177.3947 	436.2636 	373.0533 	492.4695 	343.7449 	286.4089	79.9116 	121.5622	124.3661	99.3209 	 88.041 	96.4726 	104.7762	63.5003 	74.9598 	80.1207 	44.3882 	42.3081 	31.1146 	20.314 	29.5802	25.6313	32.5049	24.1221	21.3274	18.8825	8.8044 	9.8893 	19.2537	18.672 	11.5803	12.3251	10.7257	 9.282 	 6.931 	6.3391 	7.1585 	7.1175 	7.3694 	6.7814 	6.8665 	3.7999 	2.6143 	1.7289 	2.0522 	1.9438 	 1.297 	0.94205	0.86287 	0.31096 	0.49167 	0.32951 	0.089292	0.050333 	0.035086 	0.058957 	0.043002 	0.12476 	0.12966 	 0.1207 	0.36439 	0.54758 	0.46954 	0.37416 	0.61073 	 0.8348 	0.93568 	 0.7606 	0.68613 	0.48786 	1.0181 	0.52713	0.78375	0.88892	0.95486	1.2124 	0.73325 	0.60694	0.81446	0.66357	0.88685	0.84528	0.89111	0.61156 	0.60368 	0.81109 	0.97936 	0.80981 	 1.222  	0.61468 	0.77033 	0.54075 	0.65689 	0.73799 	 0.4786 	
 2627  	  1  	 4659.489 	4462.1515 	1675.0048 	1389.5002	1480.2877	476.9798 	160.8596	268.8309 	532.9348 	292.2333 	301.8975 	256.6725 	 189.153 	199.5393 	310.1445 	554.4555 	263.4455 	99.0602 	160.6876	133.591 	92.6011 	59.6866 	72.9716 	61.8127 	37.5429 	58.5569 	 34.213 	58.8664 	44.9362 	30.3341 	31.0089 	27.2861	13.7596	28.8609	19.9322	11.2768	13.3057	11.0997	13.6689	13.4063	15.8039	12.5407	6.2548 	7.9113 	15.7334	12.2865	7.4093 	6.1004 	3.8546 	7.5505 	4.8853 	3.7472 	6.0459 	4.1492 	3.7724 	2.4817 	1.5014 	1.8159 	2.6788 	0.88359	0.74875 	 0.7999 	0.45115 	0.18063 	0.14326 	0.051657 	0.023981 	0.056818 	0.061804 	0.15765 	 0.1712 	0.19484 	0.30106 	0.41967 	0.35702 	0.84277 	0.84866 	0.67864 	0.49036 	0.59905 	0.63373 	0.77052 	1.1523 	0.96105	 0.822 	0.63456	 0.548 	0.7447 	 0.5911 	0.32974	0.90064	0.85774	0.63473	1.1838 	0.95853	0.98568 	0.74447 	0.58958 	 0.666  	0.75128 	0.71304 	0.52735 	 0.2303 	0.38574 	0.33261 	0.36299 	0.37749 	
 2628  	  1  	3511.6879 	4397.8108 	1886.4996 	1215.0393	1163.3249	498.8299 	151.7671	 369.464 	 398.375 	 338.882 	447.2177 	307.3535 	146.0306 	 205.252 	371.7833 	383.1552 	166.9791 	136.5147	101.2812	80.4872 	92.7028 	76.9869 	93.5036 	70.4943 	53.4808 	59.3893 	78.8959 	39.8166 	31.1272 	18.6035 	23.3675 	14.9364	33.9946	20.9779	24.6434	15.2044	8.0164 	 15.4  	14.1213	12.2136	4.6348 	8.7959 	12.8065	12.3416	3.8478 	8.3943 	9.0347 	5.6132 	6.9028 	7.2672 	7.5928 	2.9617 	6.1334 	4.6783 	2.4035 	2.8387 	2.5064 	2.0859 	0.80282	0.54975	0.50174 	0.59677 	0.18594 	0.16685 	 0.1261 	0.030853 	 0.02634 	0.052785 	0.032911 	0.13644 	0.14311 	0.28955 	 0.2636 	0.21078 	0.20203 	0.29859 	0.40609 	0.53877 	0.56573 	0.74816 	0.36296 	0.64093 	0.78142	0.77655	0.66983	0.60903	0.65506	0.92246	 0.8572 	1.1413 	1.1087 	0.95057	0.79122	1.3793 	0.91921	 1.2592 	0.86256 	0.99041 	 0.6403 	0.44071 	0.43289 	0.74857 	0.74454 	0.45076 	0.33111 	0.49783 	0.48427 	
 2629  	  1  	2606.4272 	4700.3022 	1776.2187 	1441.0584	1176.0714	 502.614 	175.0207	229.4246 	361.1677 	217.5931 	255.1653 	514.9924 	436.6214 	423.1057 	437.8265 	291.8882 	209.8895 	122.6467	110.3098	101.6686	94.0292 	81.5258 	113.5988	 79.831 	39.7968 	46.2992 	45.0355 	56.7476 	24.7835 	36.0413 	42.2539 	34.774 	22.8962	20.1955	22.4073	9.0493 	14.6394	11.8294	17.0075	10.6669	9.8118 	14.6283	14.4823	10.9947	11.2572	20.9964	7.4967 	7.3995 	4.4723 	4.8084 	6.2714 	5.8124 	4.2645 	3.6689 	3.4043 	2.4379 	2.1373 	1.9037 	1.6592 	0.62835	0.48803 	0.42813 	0.23113 	0.26126 	0.079756	0.015711 	0.021774 	0.027429 	0.024913 	0.044932	 0.1245 	0.10546 	0.12731 	0.26115 	0.43407 	0.23497 	0.24066 	0.46133 	0.52085 	0.48153 	0.74426 	0.46874 	0.54864	0.8197 	0.31344	0.39372	0.4926 	0.70271	0.61384 	0.56565	0.27258	0.36257	 0.679 	0.58361	0.46354	0.58901 	 0.8038 	0.42431 	0.40033 	0.39116 	0.63358 	0.41187 	0.42132 	0.36409 	0.42855 	 0.3103 	0.40382 	
 2630  	  1  	4865.1613 	5153.5246 	1532.5671 	2227.7717	1836.9421	478.3315 	170.7556	112.7473 	428.7472 	273.0554 	 370.626 	 256.485 	194.8148 	422.2656 	606.6134 	762.2564 	305.1441 	207.4424	 61.057 	111.0255	145.6556	133.0646	85.5765 	40.6711 	48.1603 	83.2984 	43.6621 	 49.109 	38.2059 	37.3939 	18.3038 	17.5086	33.2222	17.864 	16.1247	15.7913	11.1925	21.2419	10.7987	13.2116	9.3834 	11.1321	8.8857 	11.1602	 8.861 	7.4813 	7.4379 	12.9462	11.7296	 7.457 	5.4937 	5.5563 	4.8815 	2.2716 	3.4368 	2.6561 	3.5767 	1.9731 	1.1324 	0.95492	0.35439 	0.38683 	 0.2983 	0.15454 	0.11514 	0.028903 	0.019662 	 0.03654 	0.041844 	0.056743	0.18025 	0.21207 	0.20599 	0.33312 	0.47772 	 0.4491 	0.71407 	0.67457 	0.24222 	0.32059 	0.63378 	0.44169 	0.7454 	1.4277 	0.75478	0.49842	0.61365	0.71408	0.66988 	1.0117 	0.76985	0.57058	0.55564	0.43279	0.64509	 1.0323 	0.89608 	0.80567 	0.74784 	0.68017 	0.56917 	 0.569  	0.33097 	0.56908 	0.63137 	0.71475 	 0.4665 	
 2631  	  1  	4906.9815 	 3647.999 	 1250.688 	1093.7729	1016.8419	623.4659 	173.9834	 286.46  	281.3664 	289.2836 	192.5208 	158.3705 	156.8698 	  189.5  	296.7351 	326.5275 	216.4142 	136.3801	69.8189 	38.3736 	56.6751 	53.2954 	77.8133 	99.3884 	71.6129 	78.7546 	45.8495 	45.0377 	52.9007 	15.7289 	36.0806 	23.9757	28.3723	37.8868	25.3777	31.3717	21.5587	18.9004	14.9907	10.4187	11.9721	8.8366 	9.7566 	14.1171	11.8955	12.9157	11.3278	6.5885 	5.9219 	4.8125 	8.4055 	4.3439 	5.5798 	4.4389 	1.8522 	2.3699 	3.2928 	2.5288 	1.8858 	1.2478 	0.79515 	0.44123 	 0.2138 	0.19277 	0.066714	0.042929 	0.040101 	0.051107 	0.041645 	0.083429	0.089081	0.12947 	0.19741 	0.27574 	0.41464 	0.35058 	0.39657 	0.52396 	0.32513 	0.43618 	0.93634 	0.50378 	0.45963	0.68339	0.50568	0.57356	0.34172	0.46414	0.63917 	0.43996	0.62471	0.8553 	0.47326	0.62504	0.75333	0.75914 	0.67805 	0.70822 	0.78453 	0.53898 	0.45188 	0.64856 	0.38073 	0.27298 	0.28522 	0.45439 	0.25153 	
 2632  	  1  	2799.3558 	4187.6456 	1801.4789 	1089.5785	1061.2076	476.8908 	176.417 	222.3709 	437.6853 	499.9341 	260.9027 	242.2906 	267.3627 	169.6468 	408.9705 	213.0983 	232.0725 	111.3145	129.1507	127.8811	103.1426	 36.415 	54.1347 	74.9992 	48.3449 	36.0056 	47.3919 	26.1012 	34.0158 	31.2007 	36.4304 	36.155 	32.3154	14.2015	12.8624	18.0957	18.0949	29.3846	24.7568	17.2919	15.8099	11.4625	6.3068 	10.7373	12.4346	7.0726 	2.8152 	6.0355 	7.0485 	6.2959 	1.6937 	3.8871 	2.0891 	2.4577 	2.8417 	 2.439 	2.6289 	1.8749 	1.1283 	0.8191 	0.49232 	0.26243 	0.15162 	0.14293 	0.05655 	0.026314 	0.016899 	 0.05268 	 0.02347 	0.059799	0.072704	0.10977 	0.21815 	0.35399 	0.33711 	0.33275 	0.26505 	0.51332 	0.32721 	0.46462 	0.42073 	 0.4062 	0.59397	0.95034	0.34701	0.31897	0.41762	0.63068	 0.4334 	0.54617	0.76746	0.25948	0.42326	0.31056	0.25701	0.81263 	0.69399 	0.49402 	0.35251 	0.40226 	0.32799 	0.52916 	0.48995 	0.36403 	0.40226 	0.53265 	0.19035 	
 2633  	  1  	3625.8496 	6000.7619 	2522.5394 	1912.5816	 976.43  	507.7202 	158.9171	535.6081 	535.9015 	306.1602 	163.3888 	576.0662 	792.7084 	891.1263 	531.0659 	231.3527 	183.8233 	133.0479	81.5544 	88.2242 	 94.47  	88.7256 	55.9834 	25.1813 	 75.111 	46.1637 	 48.251 	50.6747 	42.0158 	29.0803 	45.0696 	33.5908	17.0815	30.7922	16.4028	19.059 	23.1985	15.2564	17.9386	10.0672	16.8302	9.2564 	5.2803 	12.1196	11.9312	11.166 	4.8811 	5.6763 	5.4565 	3.8571 	5.5457 	6.1639 	3.5586 	4.4691 	2.8751 	 3.073 	1.8161 	2.4029 	0.67016	0.78976	0.55673 	 0.4522 	0.29833 	0.11182 	0.075269	0.060008 	0.049943 	0.068301 	0.034864 	0.10162 	0.10719 	0.18225 	0.09771 	0.19941 	0.25625 	0.50746 	0.43951 	0.52332 	0.40582 	0.56438 	0.49693 	0.54683 	1.3073 	1.4753 	0.50843	0.6983 	0.32772	0.56874	0.63237 	0.79477	0.74962	0.59604	1.0225 	0.62478	1.6437 	0.96418 	0.51346 	0.89853 	0.46147 	0.59452 	0.87862 	0.88853 	0.89523 	 1.2423 	0.68303 	0.65312 	0.67298 	
 2634  	  1  	3606.2501 	4829.7212 	1741.6389 	1496.0293	1127.282 	424.0361 	147.8019	230.8008 	461.7208 	226.2113 	188.7743 	454.8542 	407.0216 	914.1874 	230.0892 	133.3961 	157.1106 	134.4281	141.798 	261.7688	139.5008	85.7285 	44.5935 	48.0437 	71.4544 	51.6286 	33.0307 	 42.057 	42.1943 	15.9851 	18.6753 	24.5589	20.6945	14.5869	10.2165	13.3133	15.0948	6.0751 	18.8867	9.4811 	10.2331	6.6487 	7.0406 	11.4623	9.3245 	4.5661 	9.6913 	11.3941	10.3966	5.4824 	4.4969 	5.9238 	3.1794 	 3.764 	3.1225 	2.1899 	2.7722 	2.5859 	1.3053 	0.86848	 0.7909 	0.36589 	0.30981 	0.17955 	0.097335	0.033818 	0.042357 	0.091477 	0.035821 	0.077328	0.11355 	0.21938 	0.18105 	 0.2333 	0.16629 	0.31256 	0.54433 	0.48073 	0.46746 	0.34185 	0.78365 	 1.4167 	1.2481 	0.36398	0.54241	0.59042	0.73176	0.76919	0.41794 	0.65392	0.75448	0.53318	0.73445	1.0792 	0.9529 	0.67595 	 0.7952 	0.77785 	 1.0021 	 1.1061 	0.75417 	0.79468 	0.66464 	0.42887 	0.90128 	0.88381 	0.91274 	
 2635  	  1  	2838.8924 	5144.5537 	1513.6356 	2048.1395	1164.8988	382.8262 	166.9035	108.5327 	254.0632 	175.3002 	240.1431 	446.5578 	736.5513 	924.3026 	535.7342 	386.2088 	145.7463 	142.6636	116.5163	109.4705	66.7956 	85.7996 	82.2232 	60.8623 	48.8913 	36.6945 	 26.771 	31.5112 	27.3791 	24.3041 	18.8114 	20.0514	24.4764	15.6624	17.6033	10.3595	14.6215	12.1623	21.9791	13.7026	13.094 	8.5665 	14.3542	8.9546 	8.2966 	10.7341	7.8352 	9.1099 	4.7971 	3.0874 	4.0707 	7.2391 	3.6409 	3.5681 	 3.494 	2.5201 	4.4476 	1.8125 	1.5902 	0.74664	0.36131 	0.37187 	0.22242 	0.10645 	0.05212 	0.066092 	0.046622 	0.054183 	0.033037 	0.056973	0.092568	0.16401 	0.30602 	0.19872 	0.25958 	0.57455 	0.42547 	0.42432 	0.76815 	0.72888 	 0.8205 	0.44445 	1.0207 	0.31322	0.93751	0.38265	0.46071	1.1439 	0.72021 	0.72682	0.71469	 1.15  	0.77201	0.73369	0.73262	 1.1269 	0.82359 	0.78562 	 0.5022 	0.63327 	0.78262 	0.37811 	0.57576 	0.93978 	0.51784 	0.62994 	0.49571 	
 2636  	  1  	2901.1857 	5698.0676 	1944.9845 	2052.4454	1314.9768	472.0133 	119.3331	188.3667 	346.0466 	335.6447 	413.2561 	490.7067 	637.6292 	944.5492 	434.8688 	347.1612 	220.7969 	196.851 	76.0661 	142.2888	119.0026	96.0672 	87.2086 	47.9579 	61.0974 	41.5969 	49.8241 	29.7895 	 22.747 	42.7831 	39.0309 	29.2014	25.8484	22.4001	20.5985	13.7677	15.0183	15.2889	6.6687 	12.0792	10.4239	7.3692 	4.3043 	5.7062 	11.0123	7.2015 	6.5349 	5.3812 	2.9917 	3.1751 	2.9229 	 4.696 	3.5007 	2.6795 	2.1036 	2.5505 	1.5593 	1.6341 	0.74084	0.64059	0.43147 	 0.4271 	0.27853 	0.26324 	0.14033 	0.065287 	0.037624 	0.074881 	0.031953 	0.086405	0.10919 	0.099861	0.15893 	0.26888 	0.28967 	0.19217 	0.39477 	0.63568 	0.41705 	0.36951 	0.71895 	 0.4803 	0.91297	0.38243	0.81213	0.92541	0.4355 	0.50816	 1.018  	0.69261	0.58395	0.70856	0.89566	0.97707	1.0243 	0.95381 	0.90459 	0.63842 	0.58866 	0.73268 	0.54402 	0.90529 	0.76797 	 0.7144 	0.67747 	0.47636 	0.54113 	
